checkout_id,member_id,book_id,checkout_date,return_date,genre,pages,publisher,checkout_count,first_name,last_name,grade,neighborhood,membership_status,join_date,publication_year
9063,1018,515,2024-10-22,,Poetry,316,Cairo Young Readers,17,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,2022.0
9161,1040,519,2025-10-11,2025-11-01,Friendship,157,Nile Press,2,Dina,Adel,9.0,Nasr City,Active,2025-12-26,2014.0
9206,1050,519,2024-03-17,,Friendship,157,Nile Press,11,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,2014.0
9031,1020,530,2025-12-28,2026-01-05,Adventure,208,Oasis Books,7,Rana,Fouad,6.0,Maadi,Active,2025-12-04,2012.0
9189,1032,507,2025-12-08,2025-12-16,Science,160,Nile Press,6,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,2024.0
9288,1065,519,2025-03-20,2025-03-31,Friendship,157,Nile Press,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2014.0
9236,1052,507,2024-09-02,2024-09-29,Science,160,Nile Press,1,Retaj,Adel,7.0,Heliopolis,Active,2025-06-07,2024.0
9360,1077,520,2024-03-04,2024-03-16,Science Fiction,136,Oasis Books,6,Lina,Rashad,6.0,Shubra,Active,2023-07-08,2009.0
9111,1027,510,2024-09-12,2024-10-03,Mystery,134,Cairo Young Readers,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2013.0
9342,1068,501,2025-05-28,2025-06-27,Adventure,128,Nile Press,6,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,2017.0
9380,1022,513,2024-04-22,2024-04-28,Science,294,Oasis Books,7,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,2021.0
9302,1061,507,2024-06-22,,Science,160,Nile Press,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,2024.0
9173,1027,532,2025-03-10,2025-04-06,Friendship,337,Oasis Books,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2017.0
9019,1014,513,2024-03-06,2024-03-23,Science,294,Oasis Books,1,Habiba,Nabil,6.0,Maadi,Active,2024-07-09,2021.0
9143,1024,518,2025-10-02,,Adventure,163,Delta House,17,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,2011.0
9222,1050,505,2024-01-09,2024-02-01,Historical,216,Oasis Books,11,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,2024.0
9101,1020,532,2025-05-25,2025-06-15,Friendship,337,Oasis Books,7,Rana,Fouad,6.0,Maadi,Active,2025-12-04,2017.0
9316,1065,513,2024-08-25,2024-09-17,Science,294,Oasis Books,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2021.0
9148,1027,532,2025-07-05,2025-07-26,Friendship,337,Oasis Books,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2017.0
9070,1018,513,2025-01-08,2025-02-01,Science,294,Oasis Books,17,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,2021.0
9139,1036,521,2024-03-14,2024-03-20,Science,211,Cairo Young Readers,1,Lina,Zaki,7.0,Nasr City,Active,2025-08-05,2024.0
9043,1005,505,2024-01-26,2024-02-04,Historical,216,Oasis Books,4,Youssef,Halim,9.0,Maadi,Active,2024-05-05,2024.0
9187,1034,502,2024-08-11,,Adventure,109,Delta House,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2018.0
9269,1054,507,2025-01-26,2025-01-31,Science,160,Nile Press,6,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,2024.0
9056,1010,519,2025-07-11,2025-07-27,Friendship,157,Nile Press,18,Nour,Nabil,6.0,Maadi,Active,2024-05-15,2014.0
9057,1020,519,2025-02-03,,Friendship,157,Nile Press,7,Rana,Fouad,6.0,Maadi,Active,2025-12-04,2014.0
9140,1034,513,2025-03-06,2025-04-02,Science,294,Oasis Books,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2021.0
9209,1058,525,2024-11-22,2024-12-12,Adventure,297,Oasis Books,4,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,2015.0
9249,1057,519,2024-10-17,2024-11-03,Friendship,157,Nile Press,10,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,2014.0
9058,1006,501,2025-03-18,2025-04-09,Adventure,128,Nile Press,1,Layla,Mansour,6.0,Maadi,Inactive,2024-02-12,2017.0
9366,1079,503,2024-06-23,2024-07-23,Historical,259,Nile Press,10,Rana,Osman,8.0,Shubra,Active,2024-10-27,
9218,1044,532,2025-04-23,2025-05-04,Friendship,337,Oasis Books,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2017.0
9355,1075,515,2024-11-10,2024-12-02,Poetry,316,Cairo Young Readers,9,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,2022.0
9205,1053,525,2024-12-02,2024-12-14,Adventure,297,Oasis Books,5,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,2015.0
9025,1001,525,2024-10-24,2024-11-07,Adventure,297,Oasis Books,1,Salma,Ibrahim,8.0,Maadi,Active,2023-04-05,2015.0
9124,1024,525,2025-10-14,2025-11-13,Adventure,297,Oasis Books,17,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,2015.0
9034,1015,511,2025-10-13,,Historical,117,Nile Press,3,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,2016.0
9181,1041,509,2025-03-24,,Mystery,221,Nile Press,4,Nada,Rashad,7.0,Nasr City,Active,2024-04-02,2011.0
9171,1027,507,2025-05-23,2025-06-19,Science,160,Nile Press,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2024.0
9318,1067,513,2025-07-23,2025-08-17,Science,294,Oasis Books,3,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,2021.0
9296,1065,501,2024-12-15,2025-01-11,Adventure,128,Nile Press,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2017.0
9348,1075,532,2024-07-28,2024-08-25,Friendship,337,Oasis Books,9,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,2017.0
9141,1027,529,2025-02-09,2025-03-03,Mystery,298,Cairo Young Readers,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,
9094,1022,527,2024-11-22,2024-12-08,Nature,328,Delta House,7,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,2017.0
9280,1054,517,2024-09-06,2024-09-15,Mystery,338,Delta House,6,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,2015.0
9211,1044,507,2025-04-28,2025-05-25,Science,160,Nile Press,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2024.0
9294,1067,507,2024-11-26,,Science,160,Nile Press,3,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,2024.0
9372,1076,519,2025-03-06,2025-04-02,Friendship,157,Nile Press,7,Dina,Wahba,7.0,Shubra,Active,2025-12-13,2014.0
9112,1031,521,2024-07-28,2024-08-22,Science,211,Cairo Young Readers,1,Ali,Fahmy,8.0,Nasr City,Active,2023-09-08,2024.0
9001,1008,501,2025-08-23,2025-08-28,Adventure,128,Nile Press,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2017.0
9328,1070,501,2024-01-28,,Adventure,128,Nile Press,3,Ahmed,Zaki,9.0,Zamalek,Active,2025-07-22,2017.0
9075,1018,510,2024-07-01,,Mystery,134,Cairo Young Readers,17,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,2013.0
9149,1032,507,2025-02-09,2025-02-18,Science,160,Nile Press,6,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,2024.0
9165,1030,519,2025-03-27,2025-04-02,Friendship,157,Nile Press,16,Reem,Osman,8.0,Nasr City,Active,2025-04-01,2014.0
9255,1044,509,2025-05-24,2025-06-13,Mystery,221,Nile Press,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2011.0
9304,1068,519,2024-04-16,2024-05-09,Friendship,157,Nile Press,6,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,2014.0
9322,1061,510,2025-10-20,2025-11-15,Mystery,134,Cairo Young Readers,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,2013.0
9317,1061,507,2024-01-26,2024-02-09,Science,160,Nile Press,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,2024.0
9271,1044,513,2025-04-26,2025-05-06,Science,294,Oasis Books,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2021.0
9186,1034,516,2025-07-17,2025-08-03,Nature,241,Nile Press,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2010.0
9333,1072,520,2025-06-03,2025-06-08,Science Fiction,136,Oasis Books,14,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,2009.0
9188,1023,507,2025-05-11,2025-06-08,Science,160,Nile Press,1,Hassan,Rashad,8.0,Nasr City,Inactive,,2024.0
9371,1079,528,2025-04-22,2025-05-02,Nature,114,Delta House,10,Rana,Osman,8.0,Shubra,Active,2024-10-27,2010.0
9036,1010,515,2024-11-27,2024-12-24,Poetry,316,Cairo Young Readers,18,Nour,Nabil,6.0,Maadi,Active,2024-05-15,2022.0
9163,1034,531,2025-12-28,2026-01-02,Friendship,272,Oasis Books,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2018.0
9091,1008,525,2024-06-03,2024-06-12,Adventure,297,Oasis Books,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2015.0
9092,1019,507,2025-03-20,2025-03-27,Science,160,Nile Press,3,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,2024.0
9040,1016,529,2025-01-23,2025-02-11,Mystery,298,Cairo Young Readers,7,Dina,Rashad,8.0,Maadi,Active,2023-04-24,
9376,1024,518,2025-10-22,2025-11-04,Adventure,163,Delta House,17,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,2011.0
9033,1020,522,2025-02-26,2025-03-11,Mystery,104,Cairo Young Readers,7,Rana,Fouad,6.0,Maadi,Active,2025-12-04,2016.0
9341,1065,516,2025-02-19,2025-03-09,Nature,241,Nile Press,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2010.0
9247,1044,510,2025-02-01,2025-02-23,Mystery,134,Cairo Young Readers,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2013.0
9184,1026,501,2024-12-15,2025-01-11,Adventure,128,Nile Press,4,Nada,Saleh,7.0,Nasr City,Inactive,2023-11-16,2017.0
9228,1044,516,2024-12-05,2024-12-26,Nature,241,Nile Press,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2010.0
9331,1065,525,2025-02-17,2025-02-23,Adventure,297,Oasis Books,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2015.0
9207,1044,527,2025-10-20,2025-11-04,Nature,328,Delta House,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2017.0
9323,1072,519,2024-01-23,2024-01-28,Friendship,157,Nile Press,14,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,2014.0
9337,1072,529,2024-11-13,,Mystery,298,Cairo Young Readers,14,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,
9326,1062,501,2024-08-15,2024-08-21,Adventure,128,Nile Press,8,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,2017.0
9128,1024,501,2025-06-12,2025-06-19,Adventure,128,Nile Press,17,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,2017.0
9123,1027,511,2025-03-23,2025-04-11,Historical,117,Nile Press,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2016.0
9003,1015,501,2024-08-04,2024-08-13,Adventure,128,Nile Press,3,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,2017.0
9066,1005,513,2025-07-15,2025-07-31,Science,294,Oasis Books,4,Youssef,Halim,9.0,Maadi,Active,2024-05-05,2021.0
9053,1008,516,2025-07-20,2025-08-08,Nature,241,Nile Press,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2010.0
9052,1019,501,2024-06-20,2024-06-29,Adventure,128,Nile Press,3,Mostafa,Wahba,6.0,Maadi,Inactive,2024-07-20,2017.0
9162,1030,519,2025-08-27,2025-09-11,Friendship,157,Nile Press,16,Reem,Osman,8.0,Nasr City,Active,2025-04-01,2014.0
9027,1018,519,2024-11-04,,Friendship,157,Nile Press,17,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,2014.0
9194,1024,513,2024-09-17,2024-10-09,Science,294,Oasis Books,17,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,2021.0
9120,1034,526,2025-06-06,2025-06-26,Science Fiction,125,Delta House,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2016.0
9182,1037,525,2024-05-19,2024-06-03,Adventure,297,Oasis Books,2,Retaj,Kamel,8.0,Nasr City,Inactive,2023-08-26,2015.0
9241,1059,519,2025-01-04,2025-01-11,Friendship,157,Nile Press,7,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,2014.0
9172,1030,513,2025-05-04,2025-05-26,Science,294,Oasis Books,16,Reem,Osman,8.0,Nasr City,Active,2025-04-01,2021.0
9193,1034,519,2024-09-15,2024-10-01,Friendship,157,Nile Press,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2014.0
9100,1010,513,2025-08-27,2025-09-22,Science,294,Oasis Books,18,Nour,Nabil,6.0,Maadi,Active,2024-05-15,2021.0
9227,1059,513,2024-11-02,2024-11-20,Science,294,Oasis Books,7,Lina,Halim,7.0,Heliopolis,Active,2024-01-06,2021.0
9110,1030,506,2024-05-14,2024-05-30,Friendship,183,Nile Press,16,Reem,Osman,8.0,Nasr City,Active,2025-04-01,
9021,1008,501,2025-05-22,2025-05-29,Adventure,128,Nile Press,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2017.0
9007,1008,507,2025-03-15,2025-03-31,Science,160,Nile Press,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2024.0
9365,1075,501,2024-01-17,2024-02-01,Adventure,128,Nile Press,9,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,2017.0
9142,1027,516,2024-09-21,2024-10-14,Nature,241,Nile Press,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2010.0
9073,1008,513,2025-02-13,,Science,294,Oasis Books,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2021.0
9024,1010,507,2025-01-27,2025-02-09,Science,160,Nile Press,18,Nour,Nabil,6.0,Maadi,Active,2024-05-15,2024.0
9067,1008,507,2024-01-05,2024-01-29,Science,160,Nile Press,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2024.0
9324,1061,529,2025-03-12,2025-04-10,Mystery,298,Cairo Young Readers,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,
9250,1044,507,2025-08-05,2025-08-23,Science,160,Nile Press,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2024.0
9090,1016,507,2025-02-18,2025-03-04,Science,160,Nile Press,7,Dina,Rashad,8.0,Maadi,Active,2023-04-24,2024.0
9198,1027,524,2024-10-03,2024-10-19,Historical,114,Cairo Young Readers,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2016.0
9046,1022,513,2024-02-22,,Science,294,Oasis Books,7,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,2021.0
9115,1034,502,2025-12-16,2026-01-15,Adventure,109,Delta House,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2018.0
9310,1067,511,2024-02-04,2024-02-12,Historical,117,Nile Press,3,Aya,Ibrahim,7.0,Zamalek,Inactive,2024-07-03,2016.0
9357,1077,516,2024-07-26,2024-08-15,Nature,241,Nile Press,6,Lina,Rashad,6.0,Shubra,Active,2023-07-08,2010.0
9286,1072,507,2024-08-09,2024-08-16,Science,160,Nile Press,14,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,2024.0
9354,1079,502,2024-03-09,2024-03-18,Adventure,109,Delta House,10,Rana,Osman,8.0,Shubra,Active,2024-10-27,2018.0
9290,1065,519,2025-10-09,,Friendship,157,Nile Press,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2014.0
9257,1047,501,2024-10-18,2024-11-16,Adventure,128,Nile Press,16,Sara,Rashad,8.0,Heliopolis,Inactive,2024-06-25,2017.0
9261,1047,509,2025-09-02,2025-09-18,Mystery,221,Nile Press,16,Sara,Rashad,8.0,Heliopolis,Inactive,2024-06-25,2011.0
9119,1024,518,2025-02-26,2025-03-15,Adventure,163,Delta House,17,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,2011.0
9313,1068,507,2024-12-13,2024-12-19,Science,160,Nile Press,6,Layla,Hegazy,8.0,Zamalek,Inactive,2025-02-24,2024.0
9213,1050,501,2024-05-07,2024-05-14,Adventure,128,Nile Press,11,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,2017.0
9051,1003,513,2025-07-22,2025-08-18,Science,294,Oasis Books,10,Bassel,Hegazy,6.0,Maadi,Active,2025-04-23,2021.0
9093,1008,507,2025-03-22,2025-04-19,Science,160,Nile Press,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2024.0
9274,1054,522,2024-09-06,2024-09-17,Mystery,104,Cairo Young Readers,6,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,2016.0
9292,1074,525,2024-12-28,2025-01-06,Adventure,297,Oasis Books,2,Mostafa,Saleh,8.0,Zamalek,Active,2025-11-21,2015.0
9009,1022,506,2025-04-28,2025-05-04,Friendship,183,Nile Press,7,Youssef,Fouad,7.0,Maadi,Active,2025-02-28,
9064,1008,502,2025-06-12,2025-06-21,Adventure,109,Delta House,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2018.0
9169,1030,513,2025-11-25,,Science,294,Oasis Books,16,Reem,Osman,8.0,Nasr City,Active,2025-04-01,2021.0
9358,1077,513,2025-07-09,2025-07-24,Science,294,Oasis Books,6,Lina,Rashad,6.0,Shubra,Active,2023-07-08,2021.0
9297,1065,501,2025-04-14,,Adventure,128,Nile Press,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2017.0
9214,1058,525,2024-09-24,,Adventure,297,Oasis Books,4,Lina,Mansour,8.0,Heliopolis,Active,2025-07-20,2015.0
9008,1010,520,2025-08-11,,Science Fiction,136,Oasis Books,18,Nour,Nabil,6.0,Maadi,Active,2024-05-15,2009.0
9237,1057,513,2024-02-22,,Science,294,Oasis Books,10,Ahmed,Fahmy,8.0,Heliopolis,Active,2024-01-12,2021.0
9303,1061,509,2025-12-23,2026-01-10,Mystery,221,Nile Press,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,2011.0
9338,1072,501,2024-07-16,,Adventure,128,Nile Press,14,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,2017.0
9343,1075,529,2024-10-04,2024-10-14,Mystery,298,Cairo Young Readers,9,Malak,Fahmy,7.0,Shubra,Active,2024-10-28,
9130,1024,503,2025-09-04,2025-09-17,Historical,259,Nile Press,17,Youssef,Hegazy,8.0,Nasr City,Inactive,2024-01-04,
9192,1027,519,2025-09-26,2025-10-07,Friendship,157,Nile Press,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2014.0
9017,1018,519,2024-08-06,2024-08-11,Friendship,157,Nile Press,17,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,2014.0
9266,1053,519,2024-06-01,2024-06-15,Friendship,157,Nile Press,5,Adam,Shafik,9.0,Heliopolis,Active,2024-01-03,2014.0
9132,1035,511,2025-02-26,2025-03-13,Historical,117,Nile Press,1,Karim,Fahmy,9.0,Nasr City,Inactive,2025-06-26,2016.0
9015,1010,507,2025-09-02,2025-09-14,Science,160,Nile Press,18,Nour,Nabil,6.0,Maadi,Active,2024-05-15,2024.0
9362,1079,507,2024-03-08,2024-04-07,Science,160,Nile Press,10,Rana,Osman,8.0,Shubra,Active,2024-10-27,2024.0
9262,1054,524,2024-02-25,2024-03-22,Historical,114,Cairo Young Readers,6,Retaj,Fahmy,6.0,Heliopolis,Inactive,2024-03-21,2016.0
9336,1061,528,2024-04-18,2024-05-15,Nature,114,Delta House,10,Ziad,Fahmy,9.0,Zamalek,Inactive,2023-04-27,2010.0
9105,1027,501,2025-03-05,2025-03-25,Adventure,128,Nile Press,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2017.0
9055,1015,525,2025-08-08,2025-08-27,Adventure,297,Oasis Books,3,Hamza,Sabry,7.0,Maadi,Inactive,2025-08-13,2015.0
9183,1027,532,2025-03-28,2025-04-10,Friendship,337,Oasis Books,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2017.0
9049,1010,514,2025-09-08,,Science Fiction,328,Cairo Young Readers,18,Nour,Nabil,6.0,Maadi,Active,2024-05-15,2023.0
9307,1072,501,2025-06-10,2025-07-09,Adventure,128,Nile Press,14,Seif,Zaki,9.0,Zamalek,Active,2025-10-21,2017.0
9166,1032,519,2024-01-15,2024-01-24,Friendship,157,Nile Press,6,Nada,Zaki,7.0,Nasr City,Active,2025-10-19,2014.0
9155,1028,525,2025-07-12,2025-07-18,Adventure,297,Oasis Books,3,Hassan,Adel,9.0,Nasr City,Active,2025-11-12,2015.0
9240,1050,525,2025-07-25,2025-08-24,Adventure,297,Oasis Books,11,Fares,Adel,6.0,Heliopolis,Inactive,2025-09-10,2015.0
9197,1030,501,2025-11-26,2025-12-01,Adventure,128,Nile Press,16,Reem,Osman,8.0,Nasr City,Active,2025-04-01,2017.0
9375,1034,525,2025-10-27,2025-11-15,Adventure,297,Oasis Books,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2015.0
9114,1034,516,2025-03-02,2025-03-17,Nature,241,Nile Press,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,2010.0
9077,1008,514,2024-07-28,2024-08-12,Science Fiction,328,Cairo Young Readers,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2023.0
9260,1044,518,2025-07-03,2025-07-27,Adventure,163,Delta House,21,Sherif,Saleh,7.0,Heliopolis,Active,2024-02-19,2011.0
9059,1016,518,2025-06-28,2025-07-27,Adventure,163,Delta House,7,Dina,Rashad,8.0,Maadi,Active,2023-04-24,2011.0
9332,1062,522,2024-07-03,,Mystery,104,Cairo Young Readers,8,Tarek,Adel,7.0,Zamalek,Active,2023-01-22,2016.0
9378,1018,501,2024-09-05,2024-09-21,Adventure,128,Nile Press,17,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,2017.0
9179,1027,517,2024-11-19,2024-12-17,Mystery,338,Delta House,18,Mostafa,Fouad,9.0,Nasr City,Active,2023-09-25,2015.0
9126,1034,529,2024-10-22,2024-10-28,Mystery,298,Cairo Young Readers,25,Aya,Wahba,9.0,Nasr City,Active,2025-01-22,
9072,1007,513,2025-03-05,2025-04-01,Science,294,Oasis Books,4,Sherif,Fouad,6.0,Maadi,Active,2025-08-18,2021.0
9080,1008,501,2024-03-20,2024-04-18,Adventure,128,Nile Press,19,Ziad,Saleh,8.0,Maadi,Active,2025-10-28,2017.0
9298,1065,507,2025-06-18,2025-07-11,Science,160,Nile Press,18,Adam,Fahmy,6.0,Zamalek,Active,2025-07-12,2024.0
9087,1020,511,2025-12-03,2025-12-13,Historical,117,Nile Press,7,Rana,Fouad,6.0,Maadi,Active,2025-12-04,2016.0
9006,1018,507,2025-06-26,2025-07-01,Science,160,Nile Press,17,Ahmed,Shafik,9.0,Maadi,Active,2023-01-28,2024.0
